Accession #,Panel #,Title,Description,"PUBLICATION
Info as of April 15, 2025",page number
2925,10,Group Photo,"Embroidery Exhibit Committee. L-R Mrs. E. Verchomin, Mrs. Korpan or Lazaruk, Mrs. Nellie Seniw, Unknown",Unknown Publication,
2957,10,Three Women,Wearing embroidered blouses,Unknown Publication,
3051,10,Embroidery Pattern,"Submitted by the Museum Committee of East ""Ekzeu"".",Promin July 1969,26
3080,10,Valentina Dobrolige ,"Modeling a contemporary dress that she embroidered based on a design by her husband, Wadym Dobrolige.",Promin February 1965,28
3088,10,Larisa Sembaliuk Modeling a shorts outfit,"Featuring an embroidered pocket by Patricia Sembaliuk. 
Embroidery instructor: Olga Semchuk.",Promin February 1964,30
3101,10,Embroidery Pattern,Designed for the trim on a dress,Promin July 1964,27
3110,10,"""Червона Шапочка / Little Red Ridinghood""","Play staged at St. Michael's school in Minneapolis,MI",Promin November 1963,24
3123,10,Embroidery Pattern,"For a ""Modern Embroidered Blouse"" from the Committee of Art and Museums of Saskatoon. Submitted by Sofia Senyshyn.",Promin November 1962,31
3126,10,Halya Lazaruk-Henderson,"Host of the women's radio program on CKDM in Dauphin, MB. She was also director of the local Ukrainian choir.",Promin April 1962,8
3137,10,Embroidery Pattern,Cross-stitch pattern for a napkin submitted by Halia Maksymiuk.,Promin March 1961,29
3148,10,Embroidery Pattern,Rose pattern from Lviv.,Promin September 1979,32
3166,10,Natalia & Ostap Toroshenko,"Wedding Photo - September 6,  1980",Promin March 1981,28
3179,10,Embroidery Pattern,Ukrainian embroidery pattern drawn and submitted by Ivanna Wachna. UMC-Ontario.,Promin February 1969,31
3188,10,Embroidery Pattern,Ukrainian embroidery pattern drawn and submitted by Ivanna Wachna. UMC-Ontario.,Promin October 1984,32
3205,10,Schematic Home Floorplan,Floor plans for a home drawn for an article by Orest Zastawny.,Promin January 1971,27
3217,10,Embroidery Pattern,"From Drohobych, Ukraine.",Promin August 1974,32
3226,10,Embroidery Pattern, Bukovynian embroidery pattern from the village of Zhuchka. Submitted to Promin  by UMC-Ontario. Drawn by Ivanna Wachna.,Promin December 1982,19
3248,10,DMC Colour Chart,Included with a pattern printed in Promin Women's Magazine.,Date Unknown,
3264,10,Embroidery Exhibit,"Award winning entries in the  ""Canadian Contest of Ukrainian Embroidery"" held in Saskatoon, SK. ",Promin June 1975,
3281,10,Two Children Under a Flower Arch,Printed in an issue of Promin,Date Unknown,
3382,10,Doreen Gauk  ,Modeling an Embroidered Evening Gown,Promin August 1967,
3406,10,Embroidery & Handicraft Sale,"Fundraiser for the Red Cross, 1943.",A Half Century of Service to the Community UWAC 1926-1976,519
3445,10,Halya Kuchmij - Film Director,"Film director for award winning documentary ""The Strongest Man in the World"" and ""Laughter in my Soul"".",Promin December 1980,Cover
3531,10,Architectural Drawing of an Orthodox Church,Unknown Architect,Unknown Publication,
3603,10,St. John's Institute Ribbon Cutting,"Ukrainian student's residence 1918-2020. Moved in 1958 near the University of Alberta at 11016-82 Avenue, Edmonton, AB. The new wing was officially opened on the 18 September, 1960, with Bishop Andrew (Metiuk) officiating.",Unknown Publication,
3604,10,Solitary Figure,A monk drawn by Meodozia Pechersky.,Unknown Publication,
3617,10,Altar & Iconistas,Unidentified,Unknown Publication,
3645,10,Outdoor Prayer Service,A bishop is performing a grave side prayer service.,Unknown Publication,
3659,10,Altar,An icon of Mother Mary holding Jesus installed over an altar.,Unknown Publication,
3665,10,Outdoor Prayer Service,Crowd gathered around altar boy holding a tryzub on a staff.,Unknown Publication,
3668,10,Very Reverend Michael Fyk,"о. прот. М. Фик
Прошальний вечеров в Едмонтоні
Very Reverend Michael Fyk prior to his moving from Edmonton. Standing beside him is Nick Bodnar. Lady sitting (unknown).",Unknown Publication,
3680,10,Lesia Ukrainka Concert,,Unknown Publication,
3706,10,UCC Event in Vancouver,"КУК ВАНКУВЕР БК
Vancouver UCC",Unknown Publication,
3722,10,Portrait of a Man,Unidentified,Unknown Publication,
3723,10,Portrait of a Man,Unidentified,Unknown Publication,
3737,10,Portrait of a Man,Unidentified,Unknown Publication,
3746,10,Portrait of a Man,Unidentified,Unknown Publication,
3752,10,Portrait of a Man,Unidentified,Unknown Publication,
3758,10,Portrait of a Man,Unidentified,Unknown Publication,
3765,10,Roy Babyk,,Unknown Publication,
3791,10,Walter Klymkiw,,Unknown Publication,
3805,10,Portrait of a Man,Unidentified,Unknown Publication,
3808,10,Portrait of a Man,Unidentified,Unknown Publication,
3821,10,Portrait of a Woman,"Unidentified
Photographer: Nick Ochotta",Unknown Publication,
3829,10,Portrait of a Man,Unidentified,Unknown Publication,
3860,10,Portrait of a Man,Unidentified,Unknown Publication,
3871,10,Portrait of a Man,Unidentified,Unknown Publication,
3907,10,Portrait of a Man,Unidentified,Unknown Publication,
3965,10,Portrait of a Woman,Unidentified,Unknown Publication,
3986,10,Portrait of a Woman,Unidentified,Unknown Publication,
3992,10,Portrait of a Woman,Unidentified,Unknown Publication,
4010,10,Portrait of a Woman,Unidentified,Unknown Publication,
4013,10,Portrait of a Woman,Unidentified,Unknown Publication,
4016,10,Portrait of a Woman,Unidentified,Unknown Publication,
4036,10,Portrait of a Female Graduate,Unidentified,Unknown Publication,
4054,10,Ms. Chaikivska,,Unknown Publication,
4067,10,"Васалина Білик
Wasalyna Bilyk",,Unknown Publication,
4075,10,"Б.П. Марія Смитанюха
In Memory of Maria Smytaniuha",,Unknown Publication,
4080,10,Portrait of a Woman,Unidentified,Unknown Publication,
4084,10,Portrait of a Woman,Unidentified,Unknown Publication,
4095,10,M. Morkoviuk,,Unknown Publication,
4098,10,Portrait of a Woman,Unidentified,Unknown Publication,
4111,10,Portrait of a Woman,Unidentified,Unknown Publication,
4121,10,Portrait of a Woman,Unidentified,Unknown Publication,
4140,10,Portrait of a Woman,Unidentified,Unknown Publication,
4180,10,Portrait of a Woman,Unidentified,Unknown Publication,
4182,10,Portrait of a Woman,Unidentified,Unknown Publication,
4247,10,Joan Karasevich,"Winnipeg born singer and actress. Studied at the National Theatre School, Montreal PQ. Performed in1965, at the Stratford Festival. Karasevich became the first actress to receive the Tyrone Guthrie Award.",Unknown Publication,
4265,10,UWAC Event,Woman at the podium,Unknown Publication,
4266,10,"""Everybody's Baba""","With fond memories, Larisa and Theo dedicated this iconic photo of a woman wearing an apron, standing at the sink in a kitchen, to their Babas. ",Unknown Publication,
4356,10,Happy 25th Anniversary.,Unknown couple,Unknown Publication,
4357,10,Mr. & Mrs Goruk,Anniversary Couple ,Unknown Publication,
4387,10,"Розпрягайте Хлопці коні 
Mount your Horses Boys","First line of music for the folksong ""Rozpryhaite Hlopsi Koni"" ",Unknown Publication,
4408,10,"Родина Паліїв
Palyk Family",,Unknown Publication,
4410,10,Family Photo,Unidentified,Unknown Publication,
4427,10,Portrait of a Couple,Unidentified,Unknown Publication,
4534,10,Two Women from Western Ukraine,Unidentified,Unknown Publication,
4536,10,Children Around a Tree,Printed regularly in the Children's section of Promin - Ukrainian women's magazine,Unknown Publication,
4547,10,Medievil Ancient Artifacts,"Chain mail, swords, and shovel",Unknown Publication,
4554,10,Graphic Drawing of Pioneer Monument,Sketch for the monument honouring Ukrainian Immigration to Canada (1891-1961),Unknown Publication,
4560,10,Woman & Children,Graphic drawing.,Unknown Publication,
4608,10,Audience at an Event,Unidentified,Unknown Publication,
4626,10,Choir,Unidentified,Unknown Publication,
4648,10,Signature,Unidentified,Unknown Publication,
4653,10,Prairie Landscape,,Unknown Publication,
4667,10,Ottawa - 1974,Text,Unknown Publication,
4698,10,Religious Emblem,"Logo of a Chalice surounded by leaves, printed frequently as filler in the religious sections of Ukrainian Voice Newspaper and The Herald.", ,
4712,10,Sheaf of Wheat,Unknown Artist,Unknown Publication,
4716,10,Book and Rising Sun,"Symbolic graphic printed frequently as filler in Ukrainian Voice Newspaper and Promin Magazine
 Unknown Artist", Promin,
4723,10,Santa Claus Building Toys,"Graphic printed annually during the Christmas season in the Promin Magazine
Unknown Artist", Promin,
4731,10,"UWAC  ""Smolskyp"" Emblem",Official emblem of the Ukrainian Women's Association of Canada,,
4740,10,Graphic Landscape,"Printed frequently as filler in Ukrainian Voice Newspaper, The Herald, and Promin Magazine",,
4746,10,Book Cover ," Small image to help promote the book, ""25th anniversary of the Community in Yorkton"" ",Unknown Publication,
4763,10,Premier Edward Schreyer's Signature,22nd Governor General of Canada from (1979 - 1984) and the 16th Premier of Manitoba (1969 to 1977).,Unknown Publication,
4765,10,Manitoba Legislature ,Promotional image,Unknown Publication,
4769,10,Canadian Coat of Arms,Printed alongside articles and letters pertaining to Offical Governmental correspondence and decrees.,,
4784,10,Tryzub within a Maple Leaf,"Logo combining the Maple Leaf of Canada and the Тризуб/Trident of Ukraine. Printed frequently as filler in Ukrainian Voice Newspaper, The Herald, and Promin Magazine", ,
4792,10,OYK - Crest,Offial Emblem of Організації Українок Канади - Ukrainian Women's Organization of Canada,,
4864,10,Portrait of Taras Shevchenko - 1859,,Unknown Publication,
4869,10,Handwritten Poem by Taras Shevchenko,,Unknown Publication,
4876,10,Man in a Sheepskin Coat,Unidentified,Unknown Publication,
4910,10,Outdoor Oven - Піч / Pich,Young boy desplaying the loaves of bread baked in the outdoor oven.,Unknown Publication,
4931,10,The Stashyn Family's Thatched Roof House,"Maxim Stashyn family's thatched roof house in Albertawan, SK, 1909","Калиндар Українського голосу (1938)
Ukrainian Voice Almanac (1938)",79
4938,10,Kyiv Skyline,,Unknown Publication,
4943,10,Mount Eisenhower,"Located between Banff and Lake Louise, AB",Unknown Publication,
4955,10,Woman in the Grass,Unidentified,Unknown Publication,
4992,10,Taras Shevchenko Through the Ages,Five illustrations of Taras Shevchenko,Unknown Publication,
4994,10,Religious Image,Unknown Artist,,
5026,10,Two CYMK Princesses,Finalists in the annual Princess competitions held by the Ukrainian Canadian Youth Association (CYMK),Promin unknown issue,
5029,10,Ukrainian Dance Couple ,Award winners,Unknown Publication,
5037,10,CYMK Queen c. 1960,Winner of the National Princess competition held by the Ukrainian Canadian Youth Association. ,Promin unknown issue,
5051,10,Library/Study,,Unknown Publication,
5075,10,Dancer,Young woman dancing posed in arabesque.,"Українська жінка в хореографії - Пастернакова, Марія. (1963)
Ukrainian Woman in Choreography (1963) by Maria Pasternakova",
5077,10,Ukrainian Dancer,Unidentified,"Українська жінка в хореографії - Пастернакова, Марія. (1963)
Ukrainian Woman in Choreography (1963) by Maria Pasternakova",
5111,10,Landscape With Inukshuk,Unidentified Location,Unknown Publication,
5203,10,Portrait of a Man,Unidentified,Unknown Publication,
5253,10,Commemorative Ribbon, 20th convention of the Ukrainian Catholic Women's League of Canada.,Unknown Publication,
5298,10,Ukrainian Voice Building Interior,"Interior of the Ukrainian Voice building located at Selkirk Ave and Main Street, Winnipeg, MB.",Unknown Publication,
5299,10,Ukrainian Voice Printshop,"Press Room of Ukrainian Voice [Trident Press] located at Selkirk Ave and Main Street, Winnipeg, MB.",Unknown Publication,
5375,10,"Book cover for ""Каменярі""/ ""Stonecutter""","Yearly Almanac  for Mohyla Institute in Saskatoon, SK. One block of a two colour process. Printed annually in the 1930s","""Каменярі""/ ""Stonecutter",
5381,10,Commemorative Ribbon,"60th anniversary of St. Peter and Paul Church in Krydor, Saskatchewan. 1934-1995.",,
5386,10,Commemorative Ribbon,"5th anniversary of the Ukrainian Orthodox Church, Nativity of St. Mary. Also visitation by Metropolitan Wasyliw.",,
5409,10,Echoes of Ukraine Dance Group  ,"From Detroit, MI visited and performed annually in Windsor ON. during the 1960s.",Unknown Publication,
5416,10,Group Photo,Unidentified,Unknown Publication,
5459,10,Landscape ,Unidentified Location,Unknown Publication,
5460,10,Outdoor Statue on a Pedestal,Unidentified Location,Unknown Publication,
5562,10,Yкраїнський голос / Ukrainian Voice,Font used for the newspaper header,Unknown Publication,
5630,10,Group of Young Women  ,"Posing  outside St. Andrew's College in Winnipeg, MB",Unknown Publication,
5631,10,Anniversary Couple,Winnipeg,Unknown Publication,
5651,10,Desna Choir - Toronto c. 1974,"СУМКІВСЬКИЙ ХОР ДЕСНА - В ТОРОНТІ  ДИРИҐЕНТ О. Чміл
Desna CYMK Choir - Toronto - Directed by Alexander Chmil   ",Unknown Publication,
5694,10,Ярослав Лозовчук / Yaroslav Lozowchuk,,Unknown Publication,
5700,10,Patricia (Korpus) Sembaliuk c 1956,,Unknown Publication,
5702,10,"Пані М. Челядин з Едмонтону
Mrs. Monica Cheladyn From Edmonton",,Unknown Publication,
5703,10,Woman in Traditional Clothing,,Unknown Publication,
5704,10,"""...and When They Shall Ask""",,Unknown Publication,
5705,10,Group Photo in a Pub in Western Ukraine,From a series photographed for TIME magazine.,Unknown Publication,
5706,10,Department of Multiculturalism Return Address,"Multiculturalism P.O. Box 366, Station ""A"" Ottawa, Ont. K1N 8Z9",Unknown Publication,
5709,10,Honda Dealership,Unidentified Location,Unknown Publication,
5710,10,UWAC Group Photo,Unidentified ,Unknown Publication,
5711,10,"Reverend Stus & Reverend Sluzar, With Seven Altar Boys","Saint Sophia Ukrainian Orthodox Cathedral, Montreal, PQ",Unknown Publication,
5714,10,Four Story Apartment Building,Unidentified Location,Unknown Publication,
5720,10,"""Central Dairies"" in Winnipeg",,Unknown Publication,
5721,10,Unknown Building in Europe,Unidentified Location,Unknown Publication,
5723,10,Prime Minister Diefenbaker & Archbishop Josyf Slipyi in Ottawa,"Meeting in Ottawa on October 28, 1976",Unknown Publication,
5724,10,Pysanka Workshop,"CYMK - Mrs. Antonishka teaching students and their moms how to write Pysanky.  Walley/Surrey, BC",Unknown Publication,
5742,10,Two Women in Fur Coats,Unidentified ,Unknown Publication,
5744,10,Masha Vodka Advertisement,"""It's Ours!"" is their slogan.",Unknown Publication,
5747,10,Myrnam Hotel,c. 1935,Unknown Publication,
5753,10,People With Horses,Unidentified ,Unknown Publication,
5754,10,Mrs. Stephania Paush,"Edmonton, AB",Unknown Publication,
5760,10,Reverend P. & Mrs. Blaziuk ,"Whalley/Surrey, BC",Unknown Publication,
2021.1 5762,10,Fairy Among the Daisies,Graphic Illustration reprinted frequently in the children's section of  Promin Magazine,Promin Magazine,
5763,10,Portrait of a Woman,Unidentified  ,Unknown Publication,
5764,10,Group Photo,Unidentified  ,Unknown Publication,
5765,10,"Отоман Тарас Бульба
Ottoman Taras Bulba",,Unknown Publication,
2022.1.4b,10,Gregory & Maria Michalyshin 50th Anniversary,"Григорій і Марія Михалишин  married Jan 26, 1914, 
50th Anniversary. Courtesy of their granddaughter Marianna (Baziuk) Makowsky","Ukrainian Voice Newspaper, January 1964",
2022.1.6b,10,Mr. Walter Baziuk,Courtesy of his daughter Marianna (Baziuk) Makowsky,Unknown Publication,
